Fingerprint_Size,Active_Bits,Bit_Density,Active_Bit_Positions
39972,1374,0.0343740618432903,"[56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 91, 92, 93, 94, 95, 96, 97, 105, 107, 108, 110, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 123, 124, 125, 133, 134, 135, 136, 138, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 158, 159, 160, 168, 169, 170, 171, 172, 173, 174, 184, 188, 197, 198, 200, 201, 202, 232, 12168, 12217, 12258, 12266, 12272, 12314, 12322, 12328, 12364, 12370, 12378, 12384, 12419, 12425, 12427]"
