Molecule,Fingerprint_Size,Active_Bits,Bit_Density,First_100_Bits
ZINC000002242717,39972,48,0.0012,"[56, 57, 70, 71, 72, 73, 77, 78, 79, 148, 149, 150, 155, 156, 12168, 12830, 12836, 12841, 12843, 12849, 12879, 12887, 12893, 13161, 13167, 13172, 13210, 16473, 16515, 16517, 16522, 16563, 16569, 16571, 16577, 16613, 16619, 16804, 16808, 16846, 16853, 16859, 16894, 16900, 16908, 16950, 28541, 28872]"
