Molecule,Fingerprint_Size,Active_Bits,Bit_Density,First_100_Bits
ZINC000002168364,39972,52,0.0013,"[56, 57, 71, 72, 73, 74, 78, 79, 80, 81, 98, 99, 100, 101, 147, 154, 182, 12168, 12843, 12849, 12851, 12857, 12895, 12901, 13174, 13180, 13182, 13188, 13226, 13232, 14160, 14165, 14167, 14173, 14211, 14217, 16520, 16575, 16631, 16687, 16851, 16906, 16962, 17018, 18175, 18230, 18286, 18342, 28387, 28718, 30042, 33352]"
