Molecule,Fingerprint_Size,Active_Bits,Bit_Density,First_100_Bits
ZINC000001671967,39972,118,0.003,"[9, 10, 11, 12, 23, 27, 34, 56, 57, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 147, 150, 151, 153, 154, 157, 158, 160, 188, 3060, 3102, 3110, 3116, 3151, 3157, 3666, 3696, 3716, 3744, 3766, 3792, 3815, 4027, 4075, 4123, 7503, 7670, 12168, 12830, 12836, 12841, 12843, 12849, 12859, 12864, 12866, 12870, 12879, 12887, 12893, 12911, 12916, 13161, 13167, 13172, 13190, 13195, 13197, 13201, 13210, 13242, 13247, 16524, 16565, 16613, 16630, 16631, 16669, 16672, 16687, 16713, 16724, 16742, 16777, 16795, 16817, 16823, 16839, 16855, 16875, 16878, 16896, 16919, 16930, 16961, 16962, 16986]"
