Molecule,Fingerprint_Size,Active_Bits,Bit_Density,First_100_Bits
ZINC000000407042,39972,76,0.0019,"[7, 8, 9, 10, 25, 32, 56, 57, 70, 71, 72, 73, 74, 77, 78, 79, 80, 81, 147, 152, 154, 159, 187, 2949, 2990, 2998, 3004, 3040, 3046, 3589, 3633, 3680, 3920, 3964, 4011, 12168, 12830, 12836, 12841, 12843, 12849, 12851, 12857, 12879, 12895, 12901, 13161, 13167, 13172, 13174, 13180, 13182, 13188, 13210, 13226, 13232, 16520, 16573, 16575, 16615, 16631, 16687, 16825, 16851, 16863, 16904, 16906, 16946, 16962, 17018, 18228, 18270, 28658, 28754, 28989, 30283]"
