Molecule,Fingerprint_Size,Active_Bits,Bit_Density,First_100_Bits
ZINC000002279015,39972,41,0.001,"[56, 70, 72, 73, 74, 79, 80, 81, 99, 100, 101, 147, 150, 154, 157, 177, 182, 12857, 12858, 13188, 13189, 14173, 14174, 16575, 16613, 16631, 16662, 16687, 16823, 16830, 16906, 16962, 17018, 17808, 17815, 18230, 18286, 18342, 28547, 28878, 30202]"
