Fingerprint_Size,Active_Bits,Bit_Density,Active_Bit_Positions
39972,1141,0.02854498148704093,"[56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 91, 92, 93, 94, 95, 96, 97, 105, 106, 107, 109, 111, 112, 113, 114, 116, 117, 118, 119, 121, 123, 124, 125, 134, 139, 147, 148, 149, 151, 152, 153, 154, 156, 158, 159, 160, 169, 173, 174, 184, 201, 202, 232, 12168, 12217, 12258, 12266, 12272, 12314, 12322, 12328, 12364, 12370, 12372, 12378, 12384, 12419, 12425, 12427, 12433, 12439, 12466, 12472, 12473, 12474, 12478, 12479, 12480, 12481, 12482, 12485, 12486]"
